type,post_count,text_len_chars,text_len_words,n_urls,n_q,n_excl,n_nonascii_chars,frac_ascii_chars
INFJ,45,8194,1437,1,13,10,0,1.0
INTP,50,8633,1359,8,7,3,0,1.0
INFP,50,7847,1393,1,6,1,0,1.0
INTP,50,7345,1272,4,6,5,9,0.9987746766507829
INFP,50,8894,1630,3,11,4,0,1.0
ENFP,50,8018,1417,0,0,26,0,1.0
INTJ,50,6267,1010,5,3,0,0,1.0
ENFP,48,7522,1381,0,7,3,0,1.0
INFP,50,6376,1089,0,14,4,0,1.0
INFP,50,7150,1326,0,7,0,0,1.0
INTP,50,8066,1390,7,10,4,2,0.9997520456236053
ENTJ,50,5538,879,6,23,14,0,1.0
INFP,50,4576,802,1,17,22,0,1.0
INFP,50,8602,1551,0,6,4,0,1.0
INTP,50,5906,993,2,27,27,0,1.0
INFP,50,8009,1435,4,10,17,0,1.0
INTJ,50,8688,1458,1,4,1,0,1.0
ENTP,50,5243,915,0,6,2,1,0.9998092695021934
ISTP,30,3637,546,9,14,1,0,1.0
INTJ,50,7683,1300,0,6,8,0,1.0
INFP,50,9123,1623,1,6,27,0,1.0
INFJ,36,4666,826,1,3,11,0,1.0
INTJ,50,7359,1264,1,13,3,0,1.0
ENFP,50,7045,1212,2,7,20,0,1.0
INTJ,50,7395,1269,1,7,3,0,1.0
ISTJ,50,7946,1160,13,19,24,0,1.0
ENTJ,50,7515,1313,0,19,13,0,1.0
INTP,50,6953,1140,9,14,3,1,0.9998561771897023
INFJ,50,4578,705,6,9,5,0,1.0
ENTJ,50,6565,1096,6,9,6,0,1.0
ISTP,50,4695,638,16,23,0,0,1.0
INTP,50,5944,893,9,16,5,0,1.0
ENTP,50,8257,1411,2,7,2,0,1.0
ESFJ,50,8395,1541,0,17,4,0,1.0
ISFJ,50,6944,1183,1,7,11,0,1.0
INTJ,50,8676,1469,0,7,5,1,0.9998847395112955
INTJ,50,6303,1102,3,6,39,0,1.0
ENTJ,50,8860,1567,2,8,4,0,1.0
INTJ,50,5823,999,2,26,7,6,0.9989696032972695
INTJ,50,9214,1538,2,8,3,2,0.9997829390058607
ENTP,50,6502,1178,0,4,0,0,1.0
INFJ,50,7092,1071,12,21,34,0,1.0
ISTP,50,9042,1460,0,12,1,0,1.0
INFP,50,6668,1110,1,7,3,0,1.0
ENTP,50,3755,614,3,2,4,0,1.0
INFP,35,5909,1121,0,4,12,0,1.0
ESTP,50,6777,1195,1,19,5,6,0.9991146525011066
INFP,37,6205,1067,0,7,14,1,0.9998388396454472
ENFJ,50,7601,1401,1,20,22,0,1.0
INFP,50,8912,1568,2,6,0,0,1.0
INFJ,50,9698,1753,1,7,20,0,1.0
INFJ,50,9033,1603,1,8,29,1,0.9998892948079265
ESTP,50,5142,822,0,15,20,0,1.0
INFJ,50,7837,1417,2,8,24,0,1.0
INFP,50,6551,1107,5,14,12,2,0.9996947030987635
INFP,50,8802,1530,2,13,21,0,1.0
INTJ,50,4784,735,6,8,10,0,1.0
INFJ,50,8362,1516,0,6,3,0,1.0
ENTP,50,8203,1423,0,4,5,0,1.0
ENFP,50,6568,1105,1,9,68,0,1.0
INTP,50,7589,1316,0,10,11,0,1.0
INFJ,44,6532,1130,1,15,3,0,1.0
INFJ,50,7990,1435,0,4,8,4,0.9994993742177722
INTJ,50,6996,1076,5,6,15,0,1.0
INTJ,50,7538,1249,0,8,0,3,0.9996020164499867
INFP,25,3575,596,2,4,7,0,1.0
ISFP,40,7161,1283,1,7,6,0,1.0
INFJ,28,4571,796,2,10,3,0,1.0
ISFJ,50,6436,1070,6,23,8,2,0.9996892479801118
INFP,50,8886,1582,0,14,9,0,1.0
INFP,50,6084,1025,0,4,22,0,1.0
ENTP,50,9307,1614,0,11,9,0,1.0
INTJ,33,5027,878,1,12,5,3,0.999403222597971
INTP,50,8208,1385,3,9,4,0,1.0
INTP,50,7426,1217,4,11,0,0,1.0
ENFP,50,9221,1653,0,7,16,0,1.0
INFP,50,9482,1587,2,5,1,0,1.0
ESFP,50,2594,403,2,10,4,0,1.0
INFP,50,9745,1713,0,2,33,0,1.0
INTJ,50,5219,832,4,11,4,0,1.0
INTP,50,7802,1281,1,13,4,0,1.0
ISFJ,50,7152,1230,0,7,3,0,1.0
INTP,50,7398,1257,0,16,0,0,1.0
INTJ,50,7894,1367,1,18,5,0,1.0
INTJ,50,8614,1505,2,14,0,2,0.9997678198281866
INFJ,50,9441,1621,1,1,2,0,1.0
INFP,50,9045,1556,1,5,6,0,1.0
ENTP,50,8917,1666,0,1,15,0,1.0
ENTP,50,6759,1207,0,13,4,0,1.0
INFP,50,6574,941,17,23,8,3,0.9995436568299361
INFP,46,8151,1388,0,17,17,0,1.0
INFP,24,3372,526,4,11,16,0,1.0
ENTP,50,6835,1138,0,5,5,1,0.9998536942209217
INTJ,50,7845,1340,0,10,0,0,1.0
INFP,50,9179,1579,0,14,31,0,1.0
INFJ,50,9473,1574,0,7,1,0,1.0
INFJ,50,7996,1391,1,7,16,0,1.0
INTP,50,8385,1349,10,16,5,6,0.9992844364937388
INTJ,50,7836,1331,1,5,2,0,1.0
INTJ,50,9144,1477,6,18,3,0,1.0
ISTP,50,7277,1245,0,10,2,0,1.0
INTJ,50,7883,1312,0,6,19,0,1.0
INFP,50,8330,1460,0,1,18,0,1.0
ISTJ,50,7709,1362,3,16,11,0,1.0
INTP,48,6545,1088,0,15,5,0,1.0
INTP,50,8012,1412,0,5,3,0,1.0
ISFJ,50,8469,1501,2,8,7,0,1.0
ISTP,50,8183,1534,0,4,1,0,1.0
INTJ,50,9468,1575,0,12,6,3,0.9996831432192649
INTP,50,6586,992,7,9,10,0,1.0
INFJ,50,8195,1286,5,17,10,0,1.0
INTP,50,5923,1014,0,12,3,0,1.0
INTJ,50,8963,1488,1,7,1,0,1.0
ISTJ,50,6474,1060,4,24,9,2,0.9996910719802286
ENFJ,50,6399,878,26,35,3,0,1.0
INFJ,50,8612,1398,5,13,5,0,1.0
INTJ,50,9012,1587,0,1,3,0,1.0
ENFP,50,8636,1497,0,6,2,0,1.0
INFP,48,8496,1502,1,4,6,0,1.0
INFJ,50,9636,1669,1,4,0,0,1.0
ISTP,50,7808,1415,1,8,6,0,1.0
INTP,50,8320,1400,0,11,13,0,1.0
ESTP,50,6039,1016,3,11,38,0,1.0
ENTP,50,7176,1263,0,6,1,0,1.0
ISTJ,50,8243,1471,0,8,0,0,1.0
INTP,50,7295,1306,1,4,2,0,1.0
INFJ,50,7897,1348,3,7,8,0,1.0
INFJ,50,6065,1061,8,9,9,0,1.0
ENFP,25,3249,569,1,7,2,0,1.0
INTJ,50,9280,1617,0,9,0,0,1.0
INFP,50,8039,1426,2,9,0,0,1.0
INTJ,50,4966,792,1,6,0,6,0.9987917841320982
INFP,50,6629,1146,2,6,11,0,1.0
ENFP,50,6248,1046,3,0,7,0,1.0
ENFP,50,8638,1663,0,8,25,0,1.0
INFP,50,7221,1301,0,0,0,0,1.0
INTJ,50,7097,1127,7,17,1,38,0.9946456249119346
ENFP,50,3952,522,15,19,1,2,0.9994939271255061
ENTP,50,5212,921,0,6,12,0,1.0
INTP,50,6157,965,7,16,4,1,0.9998375832385902
ENFP,50,7999,1374,1,39,17,0,1.0
INFJ,42,6349,1104,1,1,9,0,1.0
INFP,50,9397,1674,0,3,6,0,1.0
INTJ,50,5660,863,6,14,4,0,1.0
ENTP,50,8184,1515,0,15,13,0,1.0
ENTP,50,8363,1453,4,6,3,0,1.0
ISTP,50,4182,718,1,12,0,0,1.0
INFJ,50,4455,449,14,38,3,0,1.0
INTJ,50,7486,1227,4,20,14,24,0.9967940154955918
ENTP,50,8767,1556,0,14,9,0,1.0
INFJ,44,6462,1125,6,8,15,0,1.0
INFP,50,5939,670,32,45,18,0,1.0
ESTJ,50,7949,1303,3,8,4,0,1.0
INTJ,50,7440,1276,4,9,4,0,1.0
ENFP,32,5346,969,0,3,22,0,1.0
INTJ,50,7345,1163,0,2,11,8,0.9989108236895847
INTJ,50,5135,709,13,17,32,4,0.9992210321324245
ISFP,50,9320,1643,3,6,151,0,1.0
INFP,50,8242,1387,5,4,8,0,1.0
ENTP,50,8639,1417,0,6,14,17,0.9980321796504225
INFJ,50,8225,1486,5,12,8,0,1.0
INFP,50,8927,1562,2,15,0,0,1.0
INFJ,50,9234,1586,2,7,6,3,0.9996751137102015
INTJ,50,9077,1606,0,1,2,0,1.0
INFJ,50,8885,1535,5,13,16,6,0.9993247045582442
ISFJ,50,8099,1440,0,13,1,0,1.0
INTJ,50,8569,1505,0,5,0,0,1.0
ISFP,50,4686,731,6,13,5,2,0.9995731967562953
INFP,50,6978,1146,11,16,4,0,1.0
INFP,50,9391,1644,0,2,8,0,1.0
INFJ,50,5789,972,2,3,0,9,0.9984453273449646
ENFP,50,6695,1198,3,15,16,12,0.9982076176250934
INFP,50,8881,1613,0,2,11,0,1.0
ENFP,23,2460,412,0,7,2,0,1.0
INFP,50,5423,588,21,15,1,0,1.0
INTJ,50,7273,1239,1,5,0,0,1.0
INFJ,50,9417,1723,0,7,7,1,0.9998938090687055
INFP,50,7567,1303,1,18,3,0,1.0
INFP,50,7917,1432,3,13,6,2,0.9997473790577239
INTP,50,8650,1515,1,9,0,0,1.0
ISFP,50,6469,1009,8,12,16,0,1.0
INFJ,50,9533,1662,0,4,20,0,1.0
INTP,50,4820,826,0,2,2,0,1.0
INTP,50,9790,1659,0,4,5,0,1.0
INTP,23,2427,419,0,0,5,0,1.0
INTJ,50,8653,1520,0,11,15,0,1.0
INTJ,50,8018,1287,7,9,12,0,1.0
INTP,50,6889,909,22,25,7,1,0.9998548410509508
ISTJ,50,8983,1646,0,5,5,0,1.0
INTP,50,6499,1167,1,29,32,0,1.0
INFJ,50,7866,1336,5,15,19,0,1.0
INFP,50,7045,1220,4,10,12,0,1.0
INFJ,50,9360,1646,0,10,4,0,1.0
ENFP,50,7803,1368,1,15,12,0,1.0
ISFP,50,7606,1344,2,8,44,0,1.0
ENFP,39,5908,952,4,12,30,3,0.9994922139471902
ESTP,50,6900,1198,3,7,14,3,0.9995652173913043
INTJ,50,4613,692,2,7,7,0,1.0
INTJ,50,5133,850,0,11,3,0,1.0
INTJ,50,6350,1075,0,12,3,0,1.0
INFP,50,8845,1498,2,10,10,6,0.9993216506500848
INTP,9,733,47,2,3,0,0,1.0
INFP,50,8530,1399,3,9,5,0,1.0
ENFJ,33,6177,1095,0,10,23,0,1.0
INTP,60,7207,1254,0,7,4,0,1.0
ENTP,72,5808,1036,1,6,9,5,0.9991391184573003
INFP,50,7174,1285,2,9,0,2,0.9997212155004181
INFJ,50,9315,1629,2,13,30,1,0.9998926462694578
INFJ,50,6887,1164,3,12,55,0,1.0
INTJ,24,3365,607,1,6,16,1,0.999702823179792
INFJ,50,9409,1664,2,14,4,0,1.0
ENFP,50,4124,682,2,2,0,1,0.9997575169738119
INFP,50,9490,1672,0,24,9,0,1.0
INFP,50,7461,1274,4,6,4,4,0.999463878836617
INTJ,50,8303,1408,1,13,6,0,1.0
INFJ,50,5064,907,1,5,3,0,1.0
INFP,50,5816,899,7,12,10,0,1.0
INFP,50,6645,1226,1,13,1,0,1.0
INFJ,50,8329,1174,16,16,8,2,0.9997598751350703
INTP,50,6157,925,12,22,6,0,1.0
INTJ,50,8882,1529,0,19,3,0,1.0
INFP,42,8005,1394,0,4,25,2,0.9997501561524047
INTJ,50,6968,1189,0,12,8,0,1.0
INTJ,50,8449,1503,0,6,10,0,1.0
INFJ,50,9429,1667,0,14,4,3,0.9996818326439707
INFJ,32,5929,1038,0,5,1,0,1.0
ENTJ,50,5730,863,12,14,67,0,1.0
ENTJ,50,6863,1219,0,15,6,0,1.0
ISFJ,50,7765,1361,0,4,7,0,1.0
INTJ,47,8745,1564,1,9,5,0,1.0
INFJ,50,7387,1286,1,10,2,0,1.0
INFP,50,8629,1511,1,22,10,0,1.0
INFJ,50,8720,1516,1,1,2,2,0.9997706422018349
INFP,50,6999,1180,2,10,5,0,1.0
INFJ,50,9168,1561,1,13,16,0,1.0
ISTP,50,8060,1438,0,4,10,0,1.0
INTJ,50,6704,1109,6,17,13,0,1.0
INTP,49,5958,1000,2,8,6,1,0.9998321584424303
INTP,50,8877,1632,1,12,13,0,1.0
INFP,37,6212,1086,0,4,5,0,1.0
INFJ,50,4108,463,10,20,7,5,0.9987828627069133
INFJ,38,4536,697,0,4,0,0,1.0
ENFP,50,8752,1567,2,11,17,1,0.9998857404021938
ENFP,50,8648,1526,1,6,6,0,1.0
ENFJ,50,9158,1620,0,12,21,0,1.0
INFJ,50,6575,1081,6,15,13,0,1.0
ENFP,50,2655,349,6,6,5,0,1.0
INTP,50,5485,910,5,22,10,0,1.0
INFP,50,7806,1408,1,11,10,0,1.0
ENFP,50,7812,1400,0,15,35,0,1.0
ENFJ,50,7843,1349,1,6,14,0,1.0
INTP,50,6575,1104,1,11,4,0,1.0
ISTJ,50,6125,1057,3,8,5,0,1.0
INTP,50,9260,1744,0,3,5,0,1.0
INFJ,28,4749,842,1,2,5,1,0.9997894293535481
INTJ,50,9475,1722,0,15,6,0,1.0
INFJ,50,9496,1746,0,8,1,0,1.0
ENFP,50,8172,1388,5,9,7,0,1.0
INFJ,50,8474,1478,0,20,7,1,0.9998819919754544
INTJ,50,9324,1650,0,31,6,0,1.0
INFJ,50,8026,1300,9,19,26,1,0.9998754049339647
ENTJ,50,6383,1150,1,9,1,0,1.0
ENTP,50,9240,1586,0,14,8,0,1.0
INTJ,50,6224,1110,0,7,2,0,1.0
ISFP,50,5641,823,14,22,10,0,1.0
INFP,43,5638,930,2,6,3,0,1.0
INTJ,50,7703,1272,1,5,2,0,1.0
INTP,50,8856,1547,3,9,3,0,1.0
INFJ,50,6564,1128,0,22,0,0,1.0
INFJ,50,7691,1239,9,7,3,3,0.9996099336887271
INFP,50,5621,966,1,10,1,0,1.0
ENFP,50,6758,1156,2,3,18,0,1.0
ISFJ,50,8939,1654,0,3,19,0,1.0
INTP,42,5286,953,1,12,13,1,0.9998108210367007
INFJ,50,7062,1191,4,21,2,0,1.0
INTP,50,7636,1313,0,14,17,0,1.0
INTP,50,9098,1522,1,10,0,0,1.0
ENTP,50,9863,1762,0,2,0,0,1.0
ESFJ,50,9167,1660,0,3,8,0,1.0
INFJ,50,8785,1569,0,6,0,0,1.0
ISTP,50,5974,912,6,13,7,0,1.0
ENFP,50,9629,1694,0,4,3,0,1.0
INFJ,50,6299,1025,4,15,19,0,1.0
INTJ,50,8828,1512,2,9,15,0,1.0
INTJ,50,8336,1456,0,2,0,0,1.0
ENFP,50,5116,886,4,12,11,0,1.0
INFP,50,6620,1134,1,16,0,0,1.0
INFJ,50,6318,1091,1,10,5,0,1.0
ENTP,50,7356,1249,1,11,1,0,1.0
INFJ,50,6990,1103,1,2,21,0,1.0
ENFJ,50,3452,618,0,2,0,0,1.0
INFP,50,5682,944,2,4,2,0,1.0
ENTP,50,7575,1229,1,14,12,0,1.0
INFJ,50,8101,1413,1,6,25,0,1.0
ENFP,50,8125,1436,2,21,35,0,1.0
ISFP,46,7329,1292,0,4,18,0,1.0
INTJ,50,8355,1455,0,8,9,0,1.0
INFJ,50,7700,1286,0,17,9,5,0.9993506493506493
ENFP,50,8203,1371,0,17,19,0,1.0
ENTJ,50,8243,1530,0,19,11,2,0.9997573698896033
ESFJ,50,8438,1509,0,4,12,0,1.0
INFJ,50,7350,1299,0,17,14,0,1.0
INFP,50,8611,1455,6,13,37,0,1.0
INTJ,50,7815,1286,8,9,6,0,1.0
INTP,50,7201,1187,8,21,0,0,1.0
INTP,50,7195,1178,3,1,11,0,1.0
ENFJ,50,8816,1522,0,26,50,0,1.0
INFP,50,7405,1306,3,14,53,0,1.0
ENTP,50,7494,1317,0,5,2,0,1.0
INFP,50,8112,1351,0,12,6,0,1.0
ENTP,50,7359,1248,3,9,10,0,1.0
ESTP,50,7128,1200,1,11,5,0,1.0
ISTJ,50,5885,987,5,16,4,0,1.0
INTP,50,7221,1241,6,15,0,0,1.0
INTJ,50,7710,1223,2,14,0,0,1.0
INFJ,50,8852,1575,1,8,3,0,1.0
INFJ,50,8713,1535,1,6,2,0,1.0
ENFP,50,8646,1560,0,10,8,0,1.0
ISTP,50,8419,1487,1,10,0,1,0.9998812210476303
ENFP,50,7426,1193,6,32,8,0,1.0
INFP,50,6442,1030,9,9,1,0,1.0
ENTP,50,7012,1214,0,20,6,0,1.0
INTJ,50,6757,1043,6,34,3,2,0.9997040106556164
INFJ,50,5901,1012,0,9,6,0,1.0
INTP,50,7994,1353,0,10,5,0,1.0
INFP,50,6892,1109,7,7,3,0,1.0
INFJ,50,8413,1448,1,8,19,0,1.0
INFP,50,6266,973,6,4,20,0,1.0
INFP,50,5941,760,24,28,5,0,1.0
INTP,50,2975,490,0,3,0,0,1.0
INFJ,50,7596,1328,1,5,75,0,1.0
INTP,50,6364,1026,2,3,1,0,1.0
INFJ,50,6199,1048,3,13,7,1,0.9998386836586546
INFJ,50,6996,1157,10,11,1,0,1.0
INFJ,50,8100,1394,0,29,2,0,1.0
INFP,50,4791,562,18,35,6,0,1.0
INFJ,50,8572,1400,0,8,5,0,1.0
INFP,50,9569,1700,1,9,20,0,1.0
INFP,50,7438,1237,3,10,0,0,1.0
ISFP,33,5646,953,4,15,45,12,0.997874601487779
ISFP,50,4587,786,0,13,0,0,1.0
ENFP,50,7028,1247,0,4,22,0,1.0
INFJ,50,6825,331,18,28,5,0,1.0
INFP,50,9093,1638,0,9,9,0,1.0
INFJ,50,8196,1336,5,11,2,6,0.9992679355783309
ENTP,50,8621,1381,8,5,14,2,0.9997680083516993
INTJ,50,9404,1587,0,7,5,0,1.0
INTJ,50,8021,1316,6,7,0,0,1.0
INFP,50,7816,1380,1,9,19,0,1.0
INFJ,50,7661,1318,2,11,2,9,0.9988252186398643
INTJ,50,8803,1431,6,17,3,0,1.0
ENTP,50,8252,1416,0,13,9,0,1.0
ISTJ,50,8246,1438,2,10,2,0,1.0
INFP,50,4455,670,8,8,3,0,1.0
ENTJ,50,7315,1255,1,20,5,0,1.0
INFP,50,9198,1558,0,10,14,0,1.0
INFP,49,7812,1394,0,26,20,3,0.9996159754224271
INFP,50,5501,888,1,10,8,1,0.9998182148700236
ISFP,50,7334,1261,1,8,0,0,1.0
INFP,50,6131,1099,2,12,13,25,0.9959223617680639
INFJ,50,8463,1432,1,16,16,0,1.0
ENFJ,50,6641,1125,0,8,18,0,1.0
ENTP,50,5140,853,2,8,1,0,1.0
ENFP,50,8180,1390,1,16,54,0,1.0
ENFP,50,7565,1283,0,11,2,0,1.0
ENTJ,50,8098,1444,1,13,17,1,0.9998765127191899
INTP,32,3912,676,0,1,14,0,1.0
INTJ,50,6444,1102,3,13,0,0,1.0
ENTJ,50,6492,1095,2,10,4,0,1.0
INFP,50,7959,1438,1,10,3,0,1.0
INFP,50,8515,1514,0,7,5,5,0.9994128009395185
INFJ,50,8371,1407,2,11,1,0,1.0
ENTP,50,7677,1233,5,13,2,1,0.9998697407841605
ENFJ,50,9244,1614,2,14,21,0,1.0
INFP,50,7705,1210,6,9,6,1,0.999870214146658
INFJ,50,8214,1416,3,2,6,0,1.0
INTJ,50,8609,1463,0,12,2,0,1.0
INTJ,50,8260,1487,0,18,0,0,1.0
INTP,50,8708,1527,2,10,4,3,0.9996554892053284
INTJ,50,5236,889,0,7,1,0,1.0
INTP,50,6334,824,17,20,2,0,1.0
INTJ,50,6267,1063,1,16,12,1,0.9998404340194671
INTJ,50,8280,1327,12,13,2,5,0.9993961352657005
INTJ,50,7830,1372,0,9,4,0,1.0
ENFJ,50,9015,1486,1,7,0,0,1.0
ENTJ,50,7081,1048,12,25,6,0,1.0
ENFP,50,6240,1109,2,9,1,0,1.0
ENFP,50,7898,1373,2,10,13,0,1.0
INFJ,50,9823,1653,1,1,13,2,0.9997963962129696
ENFP,50,7668,1247,1,7,13,0,1.0
INTJ,41,6608,1148,2,17,0,0,1.0
ENTP,50,8787,1514,2,8,5,0,1.0
INTJ,50,5566,934,1,12,9,0,1.0
INFP,50,8634,1467,1,2,1,0,1.0
INFP,50,8950,1555,1,6,5,0,1.0
INFJ,50,8065,1362,3,9,16,3,0.9996280223186609
INFP,50,4669,756,4,19,27,0,1.0
INFJ,50,9834,1692,1,11,2,0,1.0
INTP,50,7715,1248,2,12,1,0,1.0
INTP,50,5983,1030,0,18,15,0,1.0
ENFJ,48,6632,1184,0,2,6,0,1.0
INTJ,50,6930,1111,0,12,0,0,1.0
INTP,50,6904,1182,3,12,3,0,1.0
ISFJ,50,8099,1334,6,8,1,2,0.9997530559328313
INTJ,50,4504,748,3,13,8,0,1.0
INFP,50,8359,1485,2,19,133,0,1.0
ISTP,50,6664,1157,0,13,1,0,1.0
ESTJ,50,7175,1335,0,11,1,0,1.0
INFJ,50,7647,1261,2,14,6,2,0.9997384595266118
ENTJ,50,7450,1235,2,7,0,0,1.0
ENFJ,50,4648,728,10,21,4,0,1.0
INFJ,50,10058,1754,0,7,7,0,1.0
INTP,50,7314,1193,8,11,1,0,1.0
ESTJ,50,6431,1108,0,3,4,0,1.0
INFP,50,8622,1435,1,15,4,0,1.0
INTP,50,5405,760,13,23,0,0,1.0
ENTP,50,6489,1134,2,10,10,0,1.0
INFP,50,7398,1187,6,20,33,1,0.9998648283319816
INFJ,50,6810,1183,1,2,0,0,1.0
INTJ,50,6588,1123,0,22,4,0,1.0
INTP,50,6163,1102,3,18,1,0,1.0
ESFJ,50,7789,1323,0,11,25,0,1.0
ENTP,50,7648,1328,0,6,17,1,0.9998692468619247
INFP,50,6891,1126,3,4,2,0,1.0
ENTJ,50,4657,725,5,17,47,51,0.9890487438264978
INFJ,50,6834,1152,2,8,3,1,0.9998536728124086
ENTJ,23,2730,404,2,4,83,0,1.0
INTJ,50,8315,1434,0,6,0,0,1.0
INTP,50,6375,1157,0,5,0,0,1.0
INFJ,50,8233,1446,3,11,1,0,1.0
ENFP,50,8228,1486,0,6,10,0,1.0
INFJ,50,8885,1624,0,2,7,0,1.0
ENFP,50,7870,1417,0,4,39,0,1.0
INFJ,50,9222,1533,0,4,57,0,1.0
INFP,50,8447,1492,0,9,21,0,1.0
ISTP,50,8367,1397,1,2,6,0,1.0
INFP,50,7560,1441,0,7,4,0,1.0
ENFP,50,6873,1156,0,11,16,0,1.0
INFJ,50,8194,1462,0,20,1,0,1.0
ESFP,50,8442,1498,0,19,3,0,1.0
INFJ,50,6366,1115,1,7,11,0,1.0
ENTP,50,6084,964,1,20,1,0,1.0
ENTP,50,8953,1242,21,1,1,0,1.0
INTP,50,4939,648,13,13,50,0,1.0
INTP,50,6089,996,1,19,1,0,1.0
INFP,50,8458,1329,11,6,12,5,0.9994088436982739
ESTP,21,1876,294,2,3,5,0,1.0
INFP,50,7437,1330,2,0,6,0,1.0
ISFJ,50,7903,1372,2,26,15,0,1.0
ENTP,37,6490,1069,1,6,0,0,1.0
ENFP,50,6182,1067,0,19,8,0,1.0
ENFP,50,8039,1342,4,10,6,0,1.0
INFP,50,7097,952,19,37,0,0,1.0
ENFP,50,6762,1204,1,8,5,0,1.0
ENTJ,50,4930,838,1,4,7,0,1.0
ENTP,50,8374,1354,7,11,12,0,1.0
INTP,50,6378,1134,0,11,2,0,1.0
ENTP,50,5693,968,4,13,10,0,1.0
INTP,50,8653,1425,4,17,6,0,1.0
ENTJ,50,6441,1029,7,9,1,0,1.0
INFJ,50,6189,1089,0,12,10,0,1.0
INFJ,50,7787,1264,1,16,3,7,0.9991010658790291
INFP,50,7780,1330,0,6,0,0,1.0
INTJ,50,5845,962,3,9,1,0,1.0
INFJ,50,6827,1099,8,19,9,0,1.0
INFP,50,6988,1162,0,10,2,0,1.0
INFP,50,9618,1847,0,0,1,0,1.0
ISFJ,50,9499,1699,0,4,13,0,1.0
INFJ,50,6964,1165,5,6,1,0,1.0
INFP,50,8921,1571,0,8,5,0,1.0
INFJ,50,8643,1469,2,13,30,5,0.9994214971653361
ENTP,50,6321,1080,3,14,34,0,1.0
ISFP,50,6454,1111,2,21,11,2,0.9996901146575767
INFP,50,6638,1086,10,12,6,0,1.0
INFP,50,6021,680,35,22,0,0,1.0
INFJ,50,7280,1233,6,15,19,2,0.9997252747252747
INFP,50,5340,762,10,26,8,0,1.0
INTJ,50,4629,752,0,15,5,0,1.0
INFP,50,9623,1602,1,5,0,0,1.0
INFP,50,7564,1301,6,14,6,0,1.0
INTJ,50,7171,1017,22,23,4,0,1.0
INTP,50,8294,1480,1,13,7,0,1.0
ENTJ,50,8455,1387,0,12,6,9,0.9989355410999409
INTJ,50,5419,952,2,13,1,0,1.0
INTP,50,8873,1610,0,9,20,0,1.0
ENTP,50,6827,1183,0,8,4,1,0.9998535227772082
INFJ,35,3296,541,0,6,1,0,1.0
INFJ,50,3165,534,1,1,0,0,1.0
INFP,50,7289,1203,8,10,2,0,1.0
ENFJ,50,8399,1478,2,4,21,1,0.9998809382069294
INFP,50,6093,1011,1,7,2,1,0.9998358772361726
ENFP,50,7578,1321,0,3,17,13,0.9982845077856954
INTP,50,8706,1390,5,9,3,0,1.0
INTJ,50,4386,732,0,10,25,0,1.0
INTJ,50,2280,305,3,6,15,2,0.9991228070175439
INFJ,50,9384,1666,0,11,21,0,1.0
INFJ,50,7369,1194,5,7,18,0,1.0
ISTP,50,9468,1654,0,18,0,0,1.0
INTJ,50,9592,1648,1,13,16,0,1.0
ENFP,46,6490,1127,2,2,17,1,0.9998459167950693
INFP,24,3371,577,1,1,7,0,1.0
INTP,50,6335,1073,0,16,20,11,0.9982636148382005
INFP,50,3045,188,14,41,4,1,0.999671592775041
ENTP,50,6132,1002,4,7,0,0,1.0
INFJ,50,7662,1322,1,11,21,1,0.9998694857739494
INFP,50,7638,1347,4,11,6,1,0.9998690756742603
INTP,50,5513,785,12,25,2,4,0.9992744422274623
INTP,50,6035,940,8,9,0,32,0.9946975973487987
INFP,50,6906,1183,3,4,7,0,1.0
ESTJ,50,5384,879,2,7,3,0,1.0
ISTJ,50,6878,1122,4,8,54,0,1.0
ISTP,50,4392,685,1,6,0,0,1.0
ENFP,50,7409,1275,1,27,9,1,0.999865029018761
INFP,50,7662,1394,0,15,31,0,1.0
INTP,50,5262,807,6,11,2,0,1.0
INFP,50,5111,901,2,5,0,0,1.0
INTP,50,7157,1212,2,11,1,0,1.0
ENTJ,50,5810,974,0,9,10,0,1.0
INFP,50,7482,1328,0,16,41,0,1.0
INFP,46,4944,845,5,7,4,0,1.0
ENFP,44,7736,1354,0,7,31,0,1.0
INFJ,50,8083,1393,2,6,11,0,1.0
ENTP,50,9088,1659,0,7,46,0,1.0
ENFP,50,8648,1503,0,15,5,0,1.0
INTP,50,8759,1559,0,7,0,0,1.0
ENFP,50,6974,1057,16,11,21,1,0.9998566102667049
INFP,50,7988,1414,1,5,0,0,1.0
ESFJ,50,8394,1439,0,20,30,12,0.9985704074338814
INFJ,50,8081,1397,4,13,9,0,1.0
INTP,50,5519,943,3,13,6,3,0.9994564232650842
ENFP,50,7558,1276,0,9,7,0,1.0
INTJ,50,8368,1439,0,10,0,0,1.0
ENTP,50,6427,800,24,10,2,0,1.0
ESTP,50,5027,820,3,19,5,0,1.0
INFJ,50,7796,1300,3,5,0,0,1.0
ENFP,50,7834,1360,2,36,26,1,0.999872351289252
INFJ,50,6880,1165,2,9,0,0,1.0
INFP,48,7614,1313,1,9,3,1,0.9998686629892304
ISFP,50,8557,1500,2,31,14,0,1.0
ISTP,50,5568,938,4,6,0,0,1.0
INTP,50,5779,884,7,22,9,0,1.0
ENTP,50,7118,1059,4,10,7,1,0.9998595110986233
INTP,50,8638,1419,3,15,10,0,1.0
INTJ,50,8273,1364,6,10,3,0,1.0
INTJ,50,8493,1411,2,3,5,0,1.0
